image_id,split,image_path,width,height,total_labels,small_labels,medium_labels,large_labels,small_ratio,border_object_count,border_object_ratio,density_level,small_object_level,dominant_classes,roi_best_by_small_efficiency,roi_best_by_small_coverage
9999938_00000_d_0000491,test,D:\AIP491\AIP491-G17\data\processed\images\test\9999938_00000_d_0000491.jpg,1400,788,24,12,12,0,0.5,1,0.041666666666666664,low,some_small,car|bus,horizon,horizon
9999938_00000_d_0000492,test,D:\AIP491\AIP491-G17\data\processed\images\test\9999938_00000_d_0000492.jpg,1400,788,36,25,11,0,0.6944444444444444,7,0.19444444444444445,medium,some_small,car|bus|van,horizon,uncertain
9999938_00000_d_0000493,test,D:\AIP491\AIP491-G17\data\processed\images\test\9999938_00000_d_0000493.jpg,1400,788,48,30,18,0,0.625,6,0.125,medium,some_small,car|bus|van,horizon,uncertain
9999938_00000_d_0000494,test,D:\AIP491\AIP491-G17\data\processed\images\test\9999938_00000_d_0000494.jpg,1400,788,99,87,12,0,0.8787878787878788,11,0.1111111111111111,medium,many_small,car|van|bus,horizon,density
9999938_00000_d_0000495,test,D:\AIP491\AIP491-G17\data\processed\images\test\9999938_00000_d_0000495.jpg,1400,788,18,2,16,0,0.1111111111111111,2,0.1111111111111111,low,few_small,car|bus|motor,density,density
9999938_00000_d_0000496,test,D:\AIP491\AIP491-G17\data\processed\images\test\9999938_00000_d_0000496.jpg,1400,788,43,22,20,1,0.5116279069767442,6,0.13953488372093023,medium,some_small,car|van|bus,horizon,density
9999938_00000_d_0000497,test,D:\AIP491\AIP491-G17\data\processed\images\test\9999938_00000_d_0000497.jpg,1400,788,43,10,32,1,0.23255813953488372,7,0.16279069767441862,medium,some_small,car|van|bus,horizon,horizon
9999938_00000_d_0000498,test,D:\AIP491\AIP491-G17\data\processed\images\test\9999938_00000_d_0000498.jpg,1400,788,38,2,34,2,0.05263157894736842,10,0.2631578947368421,medium,few_small,car|van|bus,density,density
9999938_00000_d_0000499,test,D:\AIP491\AIP491-G17\data\processed\images\test\9999938_00000_d_0000499.jpg,1400,788,31,0,30,1,0.0,7,0.22580645161290322,medium,few_small,car|bus|van,horizon,horizon
9999938_00000_d_0000500,test,D:\AIP491\AIP491-G17\data\processed\images\test\9999938_00000_d_0000500.jpg,1400,788,18,1,17,0,0.05555555555555555,3,0.16666666666666666,low,few_small,car|bus|van,horizon,horizon
9999938_00000_d_0000501,test,D:\AIP491\AIP491-G17\data\processed\images\test\9999938_00000_d_0000501.jpg,1400,788,11,3,8,0,0.2727272727272727,2,0.18181818181818182,low,few_small,car|bus,center,uncertain
9999938_00000_d_0000502,test,D:\AIP491\AIP491-G17\data\processed\images\test\9999938_00000_d_0000502.jpg,1400,788,13,7,6,0,0.5384615384615384,2,0.15384615384615385,low,some_small,car|van,horizon,horizon
9999938_00000_d_0000503,test,D:\AIP491\AIP491-G17\data\processed\images\test\9999938_00000_d_0000503.jpg,1400,788,12,7,5,0,0.5833333333333334,0,0.0,low,some_small,car|bus,center,uncertain
9999938_00000_d_0000504,test,D:\AIP491\AIP491-G17\data\processed\images\test\9999938_00000_d_0000504.jpg,1400,788,14,2,12,0,0.14285714285714285,2,0.14285714285714285,low,few_small,car|motor|bus,uncertain,uncertain
9999938_00000_d_0000505,test,D:\AIP491\AIP491-G17\data\processed\images\test\9999938_00000_d_0000505.jpg,1400,788,10,3,7,0,0.3,2,0.2,low,few_small,car|van,horizon,horizon
9999938_00000_d_0000506,test,D:\AIP491\AIP491-G17\data\processed\images\test\9999938_00000_d_0000506.jpg,1400,788,14,4,10,0,0.2857142857142857,4,0.2857142857142857,low,few_small,car|van,horizon,horizon
9999938_00000_d_0000507,test,D:\AIP491\AIP491-G17\data\processed\images\test\9999938_00000_d_0000507.jpg,1400,788,14,4,10,0,0.2857142857142857,2,0.14285714285714285,low,few_small,car|van,horizon,horizon
9999938_00000_d_0000508,test,D:\AIP491\AIP491-G17\data\processed\images\test\9999938_00000_d_0000508.jpg,1400,788,14,8,6,0,0.5714285714285714,3,0.21428571428571427,low,some_small,car|van,horizon,horizon
9999938_00000_d_0000509,test,D:\AIP491\AIP491-G17\data\processed\images\test\9999938_00000_d_0000509.jpg,1400,788,13,0,12,1,0.0,0,0.0,low,few_small,car|bus|van,horizon,horizon
9999938_00000_d_0000510,test,D:\AIP491\AIP491-G17\data\processed\images\test\9999938_00000_d_0000510.jpg,1400,788,15,0,15,0,0.0,2,0.13333333333333333,low,few_small,car|van|bus,horizon,horizon
9999938_00000_d_0000511,test,D:\AIP491\AIP491-G17\data\processed\images\test\9999938_00000_d_0000511.jpg,1400,788,7,0,7,0,0.0,2,0.2857142857142857,low,few_small,car|van,horizon,horizon
9999938_00000_d_0000512,test,D:\AIP491\AIP491-G17\data\processed\images\test\9999938_00000_d_0000512.jpg,1400,788,13,0,12,1,0.0,2,0.15384615384615385,low,few_small,car|bus|van,horizon,horizon
9999938_00000_d_0000513,test,D:\AIP491\AIP491-G17\data\processed\images\test\9999938_00000_d_0000513.jpg,1400,788,9,0,8,1,0.0,4,0.4444444444444444,low,few_small,car|van|truck,horizon,horizon
9999938_00000_d_0000514,test,D:\AIP491\AIP491-G17\data\processed\images\test\9999938_00000_d_0000514.jpg,1400,788,10,0,9,1,0.0,4,0.4,low,few_small,car|van|bus,horizon,horizon
9999938_00000_d_0000515,test,D:\AIP491\AIP491-G17\data\processed\images\test\9999938_00000_d_0000515.jpg,1400,788,7,0,5,2,0.0,2,0.2857142857142857,low,few_small,car|van,horizon,horizon
9999938_00000_d_0000516,test,D:\AIP491\AIP491-G17\data\processed\images\test\9999938_00000_d_0000516.jpg,1400,788,5,0,3,2,0.0,1,0.2,low,few_small,car|truck,horizon,horizon
9999941_00000_d_0000001,test,D:\AIP491\AIP491-G17\data\processed\images\test\9999941_00000_d_0000001.jpg,1400,788,55,33,22,0,0.6,7,0.12727272727272726,medium,some_small,motor|car|pedestrian,center,density
9999941_00000_d_0000002,test,D:\AIP491\AIP491-G17\data\processed\images\test\9999941_00000_d_0000002.jpg,1400,788,46,26,20,0,0.5652173913043478,7,0.15217391304347827,medium,some_small,car|motor|truck,center,density
9999941_00000_d_0000003,test,D:\AIP491\AIP491-G17\data\processed\images\test\9999941_00000_d_0000003.jpg,1400,788,60,49,11,0,0.8166666666666667,4,0.06666666666666667,medium,many_small,motor|pedestrian|car,center,density
9999941_00000_d_0000004,test,D:\AIP491\AIP491-G17\data\processed\images\test\9999941_00000_d_0000004.jpg,1400,788,33,11,22,0,0.3333333333333333,5,0.15151515151515152,medium,some_small,car|motor|van,density,density
9999941_00000_d_0000005,test,D:\AIP491\AIP491-G17\data\processed\images\test\9999941_00000_d_0000005.jpg,1400,788,45,44,1,0,0.9777777777777777,4,0.08888888888888889,medium,many_small,pedestrian|car|van,horizon,density
9999941_00000_d_0000006,test,D:\AIP491\AIP491-G17\data\processed\images\test\9999941_00000_d_0000006.jpg,1400,788,14,12,2,0,0.8571428571428571,1,0.07142857142857142,low,many_small,pedestrian|car|bus,center,density
9999941_00000_d_0000007,test,D:\AIP491\AIP491-G17\data\processed\images\test\9999941_00000_d_0000007.jpg,1400,788,53,48,5,0,0.9056603773584906,2,0.03773584905660377,medium,many_small,pedestrian|car|van,center,density
9999941_00000_d_0000008,test,D:\AIP491\AIP491-G17\data\processed\images\test\9999941_00000_d_0000008.jpg,1400,788,65,64,1,0,0.9846153846153847,4,0.06153846153846154,medium,many_small,pedestrian|car|bicycle,center,uncertain
9999941_00000_d_0000009,test,D:\AIP491\AIP491-G17\data\processed\images\test\9999941_00000_d_0000009.jpg,1400,788,25,22,3,0,0.88,3,0.12,low,many_small,pedestrian|car|bus,horizon,density
9999941_00000_d_0000010,test,D:\AIP491\AIP491-G17\data\processed\images\test\9999941_00000_d_0000010.jpg,1400,788,28,21,7,0,0.75,2,0.07142857142857142,low,many_small,pedestrian|bus|car,horizon,uncertain
9999941_00000_d_0000011,test,D:\AIP491\AIP491-G17\data\processed\images\test\9999941_00000_d_0000011.jpg,1400,788,43,34,8,1,0.7906976744186046,0,0.0,medium,many_small,pedestrian|car|bus,center,density
9999941_00000_d_0000012,test,D:\AIP491\AIP491-G17\data\processed\images\test\9999941_00000_d_0000012.jpg,1400,788,28,24,4,0,0.8571428571428571,9,0.32142857142857145,low,many_small,pedestrian|car|people,center,density
9999941_00000_d_0000013,test,D:\AIP491\AIP491-G17\data\processed\images\test\9999941_00000_d_0000013.jpg,1400,788,21,14,7,0,0.6666666666666666,1,0.047619047619047616,low,some_small,pedestrian|car|van,center,uncertain
9999941_00000_d_0000014,test,D:\AIP491\AIP491-G17\data\processed\images\test\9999941_00000_d_0000014.jpg,1400,788,53,44,8,1,0.8301886792452831,1,0.018867924528301886,medium,many_small,pedestrian|van|truck,center,density
9999941_00000_d_0000015,test,D:\AIP491\AIP491-G17\data\processed\images\test\9999941_00000_d_0000015.jpg,1400,788,58,50,8,0,0.8620689655172413,3,0.05172413793103448,medium,many_small,pedestrian|bicycle|motor,center,density
9999941_00000_d_0000016,test,D:\AIP491\AIP491-G17\data\processed\images\test\9999941_00000_d_0000016.jpg,1400,788,30,30,0,0,1.0,5,0.16666666666666666,medium,many_small,pedestrian|people,center,density
9999941_00000_d_0000017,test,D:\AIP491\AIP491-G17\data\processed\images\test\9999941_00000_d_0000017.jpg,1400,788,9,8,0,1,0.8888888888888888,0,0.0,low,many_small,pedestrian|bus,center,density
9999941_00000_d_0000018,test,D:\AIP491\AIP491-G17\data\processed\images\test\9999941_00000_d_0000018.jpg,1400,788,27,23,4,0,0.8518518518518519,5,0.18518518518518517,low,many_small,pedestrian|bicycle|motor,horizon,density
9999941_00000_d_0000019,test,D:\AIP491\AIP491-G17\data\processed\images\test\9999941_00000_d_0000019.jpg,1400,788,37,23,14,0,0.6216216216216216,8,0.21621621621621623,medium,some_small,pedestrian|car|truck,center,density
9999941_00000_d_0000020,test,D:\AIP491\AIP491-G17\data\processed\images\test\9999941_00000_d_0000020.jpg,1400,788,47,42,4,1,0.8936170212765957,6,0.1276595744680851,medium,many_small,pedestrian|car|van,uncertain,uncertain
9999941_00000_d_0000021,test,D:\AIP491\AIP491-G17\data\processed\images\test\9999941_00000_d_0000021.jpg,1400,788,50,48,2,0,0.96,1,0.02,medium,many_small,car|pedestrian|motor,center,density
9999941_00000_d_0000022,test,D:\AIP491\AIP491-G17\data\processed\images\test\9999941_00000_d_0000022.jpg,1400,788,36,36,0,0,1.0,0,0.0,medium,many_small,pedestrian|people|motor,center,uncertain
9999941_00000_d_0000023,test,D:\AIP491\AIP491-G17\data\processed\images\test\9999941_00000_d_0000023.jpg,1400,788,84,79,5,0,0.9404761904761905,1,0.011904761904761904,medium,many_small,pedestrian|car|van,center,uncertain
9999941_00000_d_0000024,test,D:\AIP491\AIP491-G17\data\processed\images\test\9999941_00000_d_0000024.jpg,1400,788,30,20,9,1,0.6666666666666666,4,0.13333333333333333,medium,some_small,pedestrian|car|motor,horizon,density
9999941_00000_d_0000025,test,D:\AIP491\AIP491-G17\data\processed\images\test\9999941_00000_d_0000025.jpg,1400,788,36,28,8,0,0.7777777777777778,1,0.027777777777777776,medium,many_small,pedestrian|car|van,center,density
9999941_00000_d_0000026,test,D:\AIP491\AIP491-G17\data\processed\images\test\9999941_00000_d_0000026.jpg,1400,788,37,36,1,0,0.972972972972973,3,0.08108108108108109,medium,many_small,pedestrian|car|van,center,uncertain
9999941_00000_d_0000027,test,D:\AIP491\AIP491-G17\data\processed\images\test\9999941_00000_d_0000027.jpg,1400,788,76,66,10,0,0.868421052631579,10,0.13157894736842105,medium,many_small,pedestrian|bus|motor,horizon,density
9999941_00000_d_0000028,test,D:\AIP491\AIP491-G17\data\processed\images\test\9999941_00000_d_0000028.jpg,1400,788,23,19,4,0,0.8260869565217391,2,0.08695652173913043,low,many_small,car|pedestrian|van,center,density
9999941_00000_d_0000029,test,D:\AIP491\AIP491-G17\data\processed\images\test\9999941_00000_d_0000029.jpg,1400,788,53,51,2,0,0.9622641509433962,5,0.09433962264150944,medium,many_small,pedestrian|bicycle|van,center,uncertain
9999941_00000_d_0000030,test,D:\AIP491\AIP491-G17\data\processed\images\test\9999941_00000_d_0000030.jpg,1400,788,44,38,5,1,0.8636363636363636,3,0.06818181818181818,medium,many_small,pedestrian|bicycle|car,horizon,uncertain
9999941_00000_d_0000031,test,D:\AIP491\AIP491-G17\data\processed\images\test\9999941_00000_d_0000031.jpg,1400,788,41,38,1,2,0.926829268292683,2,0.04878048780487805,medium,many_small,car|pedestrian|van,center,uncertain
9999941_00000_d_0000032,test,D:\AIP491\AIP491-G17\data\processed\images\test\9999941_00000_d_0000032.jpg,1400,788,27,3,24,0,0.1111111111111111,2,0.07407407407407407,low,few_small,car|van|truck,horizon,horizon
9999941_00000_d_0000033,test,D:\AIP491\AIP491-G17\data\processed\images\test\9999941_00000_d_0000033.jpg,1400,788,29,10,18,1,0.3448275862068966,4,0.13793103448275862,low,some_small,motor|car|van,center,center
9999941_00000_d_0000034,test,D:\AIP491\AIP491-G17\data\processed\images\test\9999941_00000_d_0000034.jpg,1400,788,34,5,28,1,0.14705882352941177,2,0.058823529411764705,medium,few_small,motor|car|pedestrian,horizon,horizon
9999941_00000_d_0000035,test,D:\AIP491\AIP491-G17\data\processed\images\test\9999941_00000_d_0000035.jpg,1400,788,31,5,23,3,0.16129032258064516,5,0.16129032258064516,medium,few_small,car|motor|van,horizon,density
9999944_00000_d_0000001,test,D:\AIP491\AIP491-G17\data\processed\images\test\9999944_00000_d_0000001.jpg,1400,1050,20,2,16,2,0.1,2,0.1,low,few_small,truck|car|van,center,center
9999944_00000_d_0000002,test,D:\AIP491\AIP491-G17\data\processed\images\test\9999944_00000_d_0000002.jpg,1400,1050,33,32,1,0,0.9696969696969697,0,0.0,medium,many_small,truck|car|van,center,center
9999944_00000_d_0000003,test,D:\AIP491\AIP491-G17\data\processed\images\test\9999944_00000_d_0000003.jpg,1400,788,30,27,3,0,0.9,0,0.0,medium,many_small,pedestrian|people|motor,center,density
9999944_00000_d_0000004,test,D:\AIP491\AIP491-G17\data\processed\images\test\9999944_00000_d_0000004.jpg,1400,788,20,14,5,1,0.7,1,0.05,low,some_small,pedestrian|people|motor,horizon,horizon
9999947_00000_d_0000001,test,D:\AIP491\AIP491-G17\data\processed\images\test\9999947_00000_d_0000001.jpg,1400,1050,44,43,1,0,0.9772727272727273,0,0.0,medium,many_small,pedestrian|motor|bicycle,center,density
9999947_00000_d_0000002,test,D:\AIP491\AIP491-G17\data\processed\images\test\9999947_00000_d_0000002.jpg,1400,1050,33,33,0,0,1.0,5,0.15151515151515152,medium,many_small,pedestrian|people,horizon,density
9999947_00000_d_0000003,test,D:\AIP491\AIP491-G17\data\processed\images\test\9999947_00000_d_0000003.jpg,1400,1050,144,111,31,2,0.7708333333333334,8,0.05555555555555555,high,many_small,motor|people|car,center,density
9999947_00000_d_0000004,test,D:\AIP491\AIP491-G17\data\processed\images\test\9999947_00000_d_0000004.jpg,1400,1050,57,6,47,4,0.10526315789473684,8,0.14035087719298245,medium,few_small,people|motor|car,horizon,horizon
9999947_00000_d_0000005,test,D:\AIP491\AIP491-G17\data\processed\images\test\9999947_00000_d_0000005.jpg,1400,1050,138,101,35,2,0.7318840579710145,3,0.021739130434782608,high,many_small,motor|people|car,center,density
9999947_00000_d_0000006,test,D:\AIP491\AIP491-G17\data\processed\images\test\9999947_00000_d_0000006.jpg,1400,1050,88,71,16,1,0.8068181818181818,8,0.09090909090909091,medium,many_small,people|motor|pedestrian,center,density
9999947_00000_d_0000007,test,D:\AIP491\AIP491-G17\data\processed\images\test\9999947_00000_d_0000007.jpg,1400,1050,152,128,21,3,0.8421052631578947,5,0.03289473684210526,high,many_small,car|motor|people,center,uncertain
9999947_00000_d_0000008,test,D:\AIP491\AIP491-G17\data\processed\images\test\9999947_00000_d_0000008.jpg,1400,1050,146,97,43,6,0.6643835616438356,16,0.1095890410958904,high,many_small,people|motor|car,horizon,density
9999947_00000_d_0000009,test,D:\AIP491\AIP491-G17\data\processed\images\test\9999947_00000_d_0000009.jpg,1400,1050,56,39,16,1,0.6964285714285714,1,0.017857142857142856,medium,some_small,motor|people|car,horizon,density
9999947_00000_d_0000010,test,D:\AIP491\AIP491-G17\data\processed\images\test\9999947_00000_d_0000010.jpg,1400,1050,157,141,13,3,0.8980891719745223,1,0.006369426751592357,high,many_small,people|motor|car,center,density
9999947_00000_d_0000011,test,D:\AIP491\AIP491-G17\data\processed\images\test\9999947_00000_d_0000011.jpg,1400,1050,114,99,15,0,0.868421052631579,3,0.02631578947368421,high,many_small,people|car|motor,horizon,density
9999947_00000_d_0000012,test,D:\AIP491\AIP491-G17\data\processed\images\test\9999947_00000_d_0000012.jpg,1400,1050,105,94,11,0,0.8952380952380953,2,0.01904761904761905,high,many_small,people|motor|car,center,density
9999947_00000_d_0000013,test,D:\AIP491\AIP491-G17\data\processed\images\test\9999947_00000_d_0000013.jpg,1400,1050,131,98,33,0,0.7480916030534351,7,0.05343511450381679,high,many_small,motor|people|car,center,density
9999947_00000_d_0000014,test,D:\AIP491\AIP491-G17\data\processed\images\test\9999947_00000_d_0000014.jpg,1400,1050,207,184,22,1,0.8888888888888888,2,0.00966183574879227,high,many_small,car|motor|people,center,density
9999947_00000_d_0000015,test,D:\AIP491\AIP491-G17\data\processed\images\test\9999947_00000_d_0000015.jpg,1400,1050,70,52,18,0,0.7428571428571429,5,0.07142857142857142,medium,many_small,people|motor|car,center,density
9999947_00000_d_0000016,test,D:\AIP491\AIP491-G17\data\processed\images\test\9999947_00000_d_0000016.jpg,1400,1050,185,145,39,1,0.7837837837837838,14,0.07567567567567568,high,many_small,people|motor|car,horizon,density
9999947_00000_d_0000017,test,D:\AIP491\AIP491-G17\data\processed\images\test\9999947_00000_d_0000017.jpg,1400,1050,62,48,14,0,0.7741935483870968,5,0.08064516129032258,medium,many_small,people|motor|car,center,density
9999947_00000_d_0000018,test,D:\AIP491\AIP491-G17\data\processed\images\test\9999947_00000_d_0000018.jpg,1400,1050,107,96,11,0,0.897196261682243,7,0.06542056074766354,high,many_small,motor|people|pedestrian,horizon,density
9999947_00000_d_0000019,test,D:\AIP491\AIP491-G17\data\processed\images\test\9999947_00000_d_0000019.jpg,1400,1050,170,131,39,0,0.7705882352941177,10,0.058823529411764705,high,many_small,motor|people|car,horizon,uncertain
9999947_00000_d_0000020,test,D:\AIP491\AIP491-G17\data\processed\images\test\9999947_00000_d_0000020.jpg,1400,1050,215,166,48,1,0.772093023255814,27,0.12558139534883722,high,many_small,people|motor|car,horizon,density
9999947_00000_d_0000021,test,D:\AIP491\AIP491-G17\data\processed\images\test\9999947_00000_d_0000021.jpg,1400,1050,249,215,34,0,0.8634538152610441,10,0.040160642570281124,high,many_small,people|motor|car,center,density
9999947_00000_d_0000022,test,D:\AIP491\AIP491-G17\data\processed\images\test\9999947_00000_d_0000022.jpg,1400,1050,66,50,16,0,0.7575757575757576,8,0.12121212121212122,medium,many_small,people|car|motor,horizon,density
9999947_00000_d_0000023,test,D:\AIP491\AIP491-G17\data\processed\images\test\9999947_00000_d_0000023.jpg,1400,1050,124,96,25,3,0.7741935483870968,19,0.1532258064516129,high,many_small,people|motor|car,horizon,density
9999947_00000_d_0000024,test,D:\AIP491\AIP491-G17\data\processed\images\test\9999947_00000_d_0000024.jpg,1400,1050,177,160,16,1,0.903954802259887,11,0.062146892655367235,high,many_small,motor|people|car,center,density
9999947_00000_d_0000025,test,D:\AIP491\AIP491-G17\data\processed\images\test\9999947_00000_d_0000025.jpg,1400,1050,172,152,19,1,0.8837209302325582,14,0.08139534883720931,high,many_small,people|motor|car,center,density
9999947_00000_d_0000026,test,D:\AIP491\AIP491-G17\data\processed\images\test\9999947_00000_d_0000026.jpg,1400,1050,88,81,7,0,0.9204545454545454,17,0.19318181818181818,medium,many_small,pedestrian|motor|people,uncertain,uncertain
9999947_00000_d_0000027,test,D:\AIP491\AIP491-G17\data\processed\images\test\9999947_00000_d_0000027.jpg,1400,1050,41,41,0,0,1.0,3,0.07317073170731707,medium,many_small,pedestrian,center,density
9999952_00000_d_0000001,test,D:\AIP491\AIP491-G17\data\processed\images\test\9999952_00000_d_0000001.jpg,1400,788,66,48,18,0,0.7272727272727273,10,0.15151515151515152,medium,some_small,motor|pedestrian|car,horizon,density
9999952_00000_d_0000002,test,D:\AIP491\AIP491-G17\data\processed\images\test\9999952_00000_d_0000002.jpg,1400,788,94,78,16,0,0.8297872340425532,6,0.06382978723404255,medium,many_small,car|motor|van,center,density
9999952_00000_d_0000003,test,D:\AIP491\AIP491-G17\data\processed\images\test\9999952_00000_d_0000003.jpg,1400,788,47,32,14,1,0.6808510638297872,7,0.14893617021276595,medium,some_small,car|truck|van,horizon,horizon
9999952_00000_d_0000004,test,D:\AIP491\AIP491-G17\data\processed\images\test\9999952_00000_d_0000004.jpg,1400,788,52,45,7,0,0.8653846153846154,6,0.11538461538461539,medium,many_small,car|pedestrian|truck,horizon,density
9999952_00000_d_0000005,test,D:\AIP491\AIP491-G17\data\processed\images\test\9999952_00000_d_0000005.jpg,1400,788,15,7,8,0,0.4666666666666667,2,0.13333333333333333,low,some_small,car|pedestrian|truck,density,density
9999952_00000_d_0000006,test,D:\AIP491\AIP491-G17\data\processed\images\test\9999952_00000_d_0000006.jpg,1400,788,7,0,6,1,0.0,3,0.42857142857142855,low,few_small,car|van,horizon,horizon
9999952_00000_d_0000007,test,D:\AIP491\AIP491-G17\data\processed\images\test\9999952_00000_d_0000007.jpg,1400,788,26,15,11,0,0.5769230769230769,5,0.19230769230769232,low,some_small,car|van|bus,horizon,horizon
9999952_00000_d_0000008,test,D:\AIP491\AIP491-G17\data\processed\images\test\9999952_00000_d_0000008.jpg,1400,788,54,30,22,2,0.5555555555555556,14,0.25925925925925924,medium,some_small,car|bus|van,horizon,density
9999952_00000_d_0000009,test,D:\AIP491\AIP491-G17\data\processed\images\test\9999952_00000_d_0000009.jpg,1400,788,54,32,20,2,0.5925925925925926,4,0.07407407407407407,medium,some_small,bus|van|motor,center,uncertain
9999952_00000_d_0000010,test,D:\AIP491\AIP491-G17\data\processed\images\test\9999952_00000_d_0000010.jpg,1400,788,20,9,8,3,0.45,2,0.1,low,some_small,pedestrian|van|car,center,uncertain
9999952_00000_d_0000011,test,D:\AIP491\AIP491-G17\data\processed\images\test\9999952_00000_d_0000011.jpg,1400,788,16,11,4,1,0.6875,1,0.0625,low,some_small,pedestrian|people|car,center,uncertain
9999952_00000_d_0000012,test,D:\AIP491\AIP491-G17\data\processed\images\test\9999952_00000_d_0000012.jpg,1400,788,33,24,9,0,0.7272727272727273,6,0.18181818181818182,medium,some_small,pedestrian|car|van,center,density
9999952_00000_d_0000013,test,D:\AIP491\AIP491-G17\data\processed\images\test\9999952_00000_d_0000013.jpg,1400,788,48,45,3,0,0.9375,1,0.020833333333333332,medium,many_small,car|truck|pedestrian,horizon,density
9999952_00000_d_0000014,test,D:\AIP491\AIP491-G17\data\processed\images\test\9999952_00000_d_0000014.jpg,1400,788,61,31,29,1,0.5081967213114754,12,0.19672131147540983,medium,some_small,car|van|bus,horizon,density
9999952_00000_d_0000015,test,D:\AIP491\AIP491-G17\data\processed\images\test\9999952_00000_d_0000015.jpg,1400,788,21,10,8,3,0.47619047619047616,3,0.14285714285714285,low,some_small,pedestrian|car|people,center,center
9999952_00000_d_0000016,test,D:\AIP491\AIP491-G17\data\processed\images\test\9999952_00000_d_0000016.jpg,1400,788,14,10,4,0,0.7142857142857143,0,0.0,low,some_small,car|pedestrian|bus,horizon,horizon
9999952_00000_d_0000017,test,D:\AIP491\AIP491-G17\data\processed\images\test\9999952_00000_d_0000017.jpg,1400,788,9,6,3,0,0.6666666666666666,1,0.1111111111111111,low,some_small,car|bus|pedestrian,horizon,uncertain
9999952_00000_d_0000018,test,D:\AIP491\AIP491-G17\data\processed\images\test\9999952_00000_d_0000018.jpg,1400,788,30,22,7,1,0.7333333333333333,2,0.06666666666666667,medium,some_small,car|pedestrian|van,center,density
9999952_00000_d_0000019,test,D:\AIP491\AIP491-G17\data\processed\images\test\9999952_00000_d_0000019.jpg,1400,788,36,34,1,1,0.9444444444444444,0,0.0,medium,many_small,car|pedestrian|truck,center,density
9999952_00000_d_0000020,test,D:\AIP491\AIP491-G17\data\processed\images\test\9999952_00000_d_0000020.jpg,1400,788,30,25,5,0,0.8333333333333334,3,0.1,medium,many_small,car|pedestrian|motor,center,density
9999952_00000_d_0000021,test,D:\AIP491\AIP491-G17\data\processed\images\test\9999952_00000_d_0000021.jpg,1400,788,31,22,9,0,0.7096774193548387,0,0.0,medium,some_small,car|van|truck,center,uncertain
9999952_00000_d_0000022,test,D:\AIP491\AIP491-G17\data\processed\images\test\9999952_00000_d_0000022.jpg,1400,788,13,4,9,0,0.3076923076923077,2,0.15384615384615385,low,few_small,truck|car|pedestrian,center,density
9999952_00000_d_0000023,test,D:\AIP491\AIP491-G17\data\processed\images\test\9999952_00000_d_0000023.jpg,1400,788,23,20,3,0,0.8695652173913043,0,0.0,low,many_small,car|bus|people,center,center
9999952_00000_d_0000024,test,D:\AIP491\AIP491-G17\data\processed\images\test\9999952_00000_d_0000024.jpg,1400,788,27,21,6,0,0.7777777777777778,2,0.07407407407407407,low,many_small,car|truck|van,center,density
9999952_00000_d_0000025,test,D:\AIP491\AIP491-G17\data\processed\images\test\9999952_00000_d_0000025.jpg,1400,788,34,33,1,0,0.9705882352941176,0,0.0,medium,many_small,car|truck|pedestrian,center,uncertain
9999952_00000_d_0000026,test,D:\AIP491\AIP491-G17\data\processed\images\test\9999952_00000_d_0000026.jpg,1400,788,15,14,1,0,0.9333333333333333,0,0.0,low,many_small,car|pedestrian|bus,center,density
9999952_00000_d_0000027,test,D:\AIP491\AIP491-G17\data\processed\images\test\9999952_00000_d_0000027.jpg,1400,788,6,5,1,0,0.8333333333333334,0,0.0,low,many_small,pedestrian|car,center,center
9999952_00000_d_0000028,test,D:\AIP491\AIP491-G17\data\processed\images\test\9999952_00000_d_0000028.jpg,1400,788,8,5,3,0,0.625,2,0.25,low,some_small,car|van|truck,horizon,density
9999952_00000_d_0000029,test,D:\AIP491\AIP491-G17\data\processed\images\test\9999952_00000_d_0000029.jpg,1400,788,24,20,4,0,0.8333333333333334,0,0.0,low,many_small,car|van|truck,center,horizon
9999952_00000_d_0000030,test,D:\AIP491\AIP491-G17\data\processed\images\test\9999952_00000_d_0000030.jpg,1400,788,19,15,4,0,0.7894736842105263,0,0.0,low,many_small,car|van|pedestrian,horizon,uncertain
9999952_00000_d_0000031,test,D:\AIP491\AIP491-G17\data\processed\images\test\9999952_00000_d_0000031.jpg,1400,788,23,19,4,0,0.8260869565217391,0,0.0,low,many_small,car|van|pedestrian,horizon,horizon
9999952_00000_d_0000032,test,D:\AIP491\AIP491-G17\data\processed\images\test\9999952_00000_d_0000032.jpg,1400,788,15,10,5,0,0.6666666666666666,0,0.0,low,some_small,car|bus|people,center,density
9999952_00000_d_0000033,test,D:\AIP491\AIP491-G17\data\processed\images\test\9999952_00000_d_0000033.jpg,1400,788,20,16,4,0,0.8,5,0.25,low,many_small,car|van|truck,horizon,uncertain
9999952_00000_d_0000034,test,D:\AIP491\AIP491-G17\data\processed\images\test\9999952_00000_d_0000034.jpg,1400,788,33,31,2,0,0.9393939393939394,10,0.30303030303030304,medium,many_small,car|van|truck,horizon,density
9999952_00000_d_0000035,test,D:\AIP491\AIP491-G17\data\processed\images\test\9999952_00000_d_0000035.jpg,1400,788,41,37,4,0,0.9024390243902439,9,0.21951219512195122,medium,many_small,car|van|truck,horizon,density
